gene_id	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	significant
XLOC_012788	Control	Vibrio	OK	203.706	43.0156	-2.24356	-8.54012	5e-05	0.0175264	yes
XLOC_013476	Control	Vibrio	OK	156.174	14.9599	-3.38398	-9.94258	0.00015	0.0357269	yes
XLOC_013502	Control	Vibrio	OK	217.771	60.1422	-1.85636	-5.89564	0.00015	0.0357269	yes
XLOC_013669	Control	Vibrio	OK	146.45	13.1593	-3.47625	-8.27137	5e-05	0.0175264	yes
XLOC_013672	Control	Vibrio	OK	1420.26	303.278	-2.22744	-19.9311	5e-05	0.0175264	yes
XLOC_014208	Control	Vibrio	OK	230.334	61.2677	-1.91053	-7.67764	0.00015	0.0357269	yes
XLOC_014439	Control	Vibrio	OK	102.136	395.909	1.95467	5.76079	5e-05	0.0175264	yes
XLOC_014443	Control	Vibrio	OK	84.5347	215.286	1.34864	3.30361	5e-05	0.0175264	yes
XLOC_014466	Control	Vibrio	OK	299.984	37.3501	-3.0057	-14.3006	5e-05	0.0175264	yes
XLOC_014544	Control	Vibrio	OK	2346.95	510.802	-2.19995	-48.2655	5e-05	0.0175264	yes
XLOC_014994	Control	Vibrio	OK	124.545	30.6485	-2.02277	-5.55986	0.00015	0.0357269	yes
XLOC_015423	Control	Vibrio	OK	212.974	26.9289	-2.98345	-11.1247	5e-05	0.0175264	yes
XLOC_015675	Control	Vibrio	OK	706.961	156.751	-2.17315	-13.0946	5e-05	0.0175264	yes
XLOC_015989	Control	Vibrio	OK	97.3484	363.261	1.89978	6.05862	1e-04	0.0285815	yes
XLOC_016232	Control	Vibrio	OK	211.609	742.908	1.81178	8.68593	5e-05	0.0175264	yes
XLOC_016265	Control	Vibrio	OK	308.982	44.3825	-2.79946	-13.75	5e-05	0.0175264	yes
XLOC_016502	Control	Vibrio	OK	275.823	38.1982	-2.85217	-10.4478	5e-05	0.0175264	yes
XLOC_016511	Control	Vibrio	OK	131.707	19.1409	-2.7826	-6.47023	5e-05	0.0175264	yes
XLOC_016688	Control	Vibrio	OK	1130.39	192.368	-2.55487	-31.6987	5e-05	0.0175264	yes
XLOC_016806	Control	Vibrio	OK	301.56	54.4613	-2.46914	-12.0931	5e-05	0.0175264	yes
XLOC_017083	Control	Vibrio	OK	586.3	53.1051	-3.46472	-20.6127	5e-05	0.0175264	yes
XLOC_017277	Control	Vibrio	OK	209.419	42.9005	-2.28733	-6.20453	5e-05	0.0175264	yes
XLOC_017747	Control	Vibrio	OK	609.372	117.462	-2.37513	-19.0409	5e-05	0.0175264	yes
XLOC_018330	Control	Vibrio	OK	62.8678	346.261	2.46147	10.4911	5e-05	0.0175264	yes
XLOC_018420	Control	Vibrio	OK	35.7251	7.82054	-2.1916	-3.2141	2e-04	0.0437129	yes
