column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
1	14841847	11	35	497337246	33.51	32	35	35	3	28	35	1608763	5967005	5456973	1809106	0	14841847
2	14841847	11	35	500417407	33.72	32	35	35	3	28	35	1537616	5056332	3605489	4642410	0	14841847
3	14841847	11	35	501364896	33.78	32	35	35	3	28	35	2518536	5622009	3651105	3050197	0	14841847
4	14841847	11	38	552252036	37.21	38	38	38	0	38	38	3171687	4746973	4044810	2878377	0	14841847
5	14841847	11	38	553206455	37.27	38	38	38	0	38	38	3968863	3684341	4097776	3090867	0	14841847
6	14795443	7	38	550339189	37.20	37	38	38	1	36	38	4241950	3517223	3789371	3246899	0	14841847
7	14748747	6	38	548183742	37.17	37	38	38	1	36	38	3821424	3130539	2951026	4845758	0	14841847
8	14710199	6	38	546771817	37.17	37	38	38	1	36	38	3224468	3866287	3340473	4278971	0	14841847
9	14663869	6	40	571199671	38.95	39	40	40	1	38	40	3147557	4038172	3211923	4266217	0	14841847
10	14621513	6	40	569885418	38.98	39	40	40	1	38	40	4571123	3157874	3265893	3626623	0	14841847
11	14574068	6	40	567998795	38.97	39	40	40	1	38	40	3888994	3930889	3810910	2943275	0	14841847
12	14515503	6	40	565349934	38.95	39	40	40	1	38	40	3126758	4114794	3583269	3690682	0	14841847
13	14466280	6	40	562060477	38.85	39	40	40	1	38	40	3661198	3774038	3507251	3523793	0	14841847
14	14391275	6	42	579899018	40.30	40	42	42	2	37	42	3401988	3797356	3421641	3770290	0	14841847
15	14334874	6	42	577256822	40.27	40	42	42	2	37	42	3517412	3861708	3491227	3464527	0	14841847
16	14233557	6	42	572892886	40.25	40	42	42	2	37	42	3328489	3870623	3581544	3452901	0	14841847
17	14187571	6	42	570907286	40.24	40	42	42	2	37	42	3519672	3825885	3496306	3345708	0	14841847
18	14071935	6	42	566320282	40.24	40	42	42	2	37	42	3350228	3853866	3451099	3416742	0	14841847
19	14024475	6	42	564854172	40.28	40	42	42	2	37	42	3394482	3863177	3512689	3254127	0	14841847
20	13938653	6	42	560380975	40.20	40	42	42	2	37	42	3302450	3763069	3519823	3353311	0	14841847
21	13892121	6	42	558607200	40.21	40	42	42	2	37	42	3307674	3825127	3445341	3313979	0	14841847
22	13842519	6	42	556783376	40.22	40	42	42	2	37	42	3360224	3782065	3514301	3185929	0	14841847
23	13801916	6	42	554878985	40.20	40	42	42	2	37	42	3414131	3698355	3461625	3227805	0	14841847
24	13751586	6	42	552620847	40.19	40	42	42	2	37	42	3307140	3783937	3416370	3244139	0	14841847
25	13709793	6	42	550579575	40.16	40	42	42	2	37	42	3331214	3763346	3484027	3131206	0	14841847
26	13662487	6	42	548248057	40.13	40	42	42	2	37	42	3296735	3738781	3427737	3199234	0	14841847
27	13619548	6	42	546023150	40.09	40	41	42	2	37	42	3252164	3765090	3366148	3236146	0	14841847
28	13568016	6	42	543453700	40.05	39	41	42	3	35	42	3251813	3738238	3437561	3140404	0	14841847
29	13525745	6	42	541188767	40.01	39	41	42	3	35	42	3271100	3680979	3401963	3171703	0	14841847
30	13477716	6	42	538871987	39.98	39	41	42	3	35	42	3208055	3743661	3344816	3181184	0	14841847
31	13433324	6	42	536564846	39.94	39	41	42	3	35	42	3230297	3719148	3404580	3079299	0	14841847
32	13386887	6	42	534035479	39.89	39	41	42	3	35	42	3252185	3634333	3339014	3161355	0	14841847
33	13343540	6	42	531510930	39.83	39	41	42	3	35	42	3175946	3690086	3299764	3177744	0	14841847
34	13301130	6	42	529168123	39.78	39	41	42	3	35	42	3213884	3669346	3377349	3040551	0	14841847
35	13260267	6	42	526685561	39.72	39	41	42	3	35	42	3218832	3594190	3351526	3095719	0	14841847
36	13218567	6	42	522359919	39.52	39	41	42	3	35	42	3154696	3671988	3318211	3073672	0	14841847
37	13177371	6	42	520861977	39.53	39	41	42	3	35	42	3157355	3679688	3364054	2976274	0	14841847
38	13135687	6	42	518723725	39.49	39	41	42	3	35	42	3171539	3616835	3303317	3043996	0	14841847
39	13095786	6	42	516296939	39.42	38	41	42	4	32	42	3124070	3653465	3255384	3062867	0	14841847
40	13055454	6	42	513707091	39.35	38	41	42	4	32	42	3157200	3644211	3304128	2949915	0	14841847
41	13018543	6	42	511408262	39.28	38	41	42	4	32	42	3152423	3572122	3269242	3024756	0	14841847
42	12977866	6	42	508026641	39.15	38	41	42	4	32	42	3111596	3620639	3239834	3005797	0	14841847
43	12940230	6	42	506005428	39.10	38	41	42	4	32	42	3132161	3592946	3280675	2934448	0	14841847
44	12906214	6	42	503611775	39.02	37	41	42	5	30	42	3107307	3551086	3231904	3015917	0	14841847
45	12885724	6	42	501779624	38.94	37	41	42	5	30	42	3056036	3631082	3211201	2987405	0	14841847
46	12847240	6	42	499161704	38.85	37	41	42	5	30	42	3070458	3585197	3281829	2909756	0	14841847
47	12794042	6	42	495789766	38.75	36	40	42	6	27	42	3063197	3524807	3246492	2959546	0	14841847
48	12736264	6	42	492256753	38.65	36	40	42	6	27	42	3034326	3604718	3154319	2942901	0	14841847
49	12700313	6	42	489080656	38.51	36	40	42	6	27	42	3020532	3551181	3270879	2857721	0	14841847
50	12696230	6	42	487456423	38.39	36	40	42	6	27	42	3051566	3473563	3256063	2915038	0	14841847
51	12696230	6	42	485722396	38.26	36	40	42	6	27	42	3025175	3547622	3218367	2905066	0	14841847
