column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
1	14915891	11	35	499383255	33.48	32	35	35	3	28	35	1617139	5994494	5489623	1814635	0	14915891
2	14915891	11	35	502580594	33.69	32	35	35	3	28	35	1545079	5080940	3633625	4656247	0	14915891
3	14915891	11	35	503710860	33.77	32	35	35	3	28	35	2523899	5650957	3677103	3063932	0	14915891
4	14915891	11	38	554670177	37.19	36	38	38	2	33	38	3183630	4764123	4083451	2884687	0	14915891
5	14915891	11	38	555785417	37.26	38	38	38	0	38	38	3977094	3696856	4141701	3100240	0	14915891
6	14868640	7	38	552650370	37.17	37	38	38	1	36	38	4266905	3535477	3808742	3257516	0	14915891
7	14821850	6	38	550486504	37.14	36	38	38	2	33	38	3838242	3146518	2966359	4870731	0	14915891
8	14782722	6	38	549151979	37.15	37	38	38	1	36	38	3240878	3886519	3360492	4294833	0	14915891
9	14736501	6	40	573493236	38.92	39	40	40	1	38	40	3161574	4061361	3227364	4286202	0	14915891
10	14693574	6	40	572074703	38.93	39	40	40	1	38	40	4595037	3172633	3283777	3642127	0	14915891
11	14645583	6	40	570249083	38.94	39	40	40	1	38	40	3904945	3948420	3830466	2961752	0	14915891
12	14587136	6	40	567864290	38.93	39	40	40	1	38	40	3143749	4137700	3598084	3707603	0	14915891
13	14537547	6	40	564424420	38.83	39	40	40	1	38	40	3676128	3795520	3523956	3541943	0	14915891
14	14462410	6	42	582275191	40.26	40	42	42	2	37	42	3423492	3815366	3440112	3783440	0	14915891
15	14405259	6	42	579518865	40.23	40	42	42	2	37	42	3531976	3880958	3510819	3481506	0	14915891
16	14304445	6	42	574746083	40.18	40	42	42	2	37	42	3341256	3892941	3598628	3471620	0	14915891
17	14258221	6	42	573070667	40.19	40	42	42	2	37	42	3534997	3847887	3512604	3362733	0	14915891
18	14143414	6	42	568541852	40.20	40	42	42	2	37	42	3368605	3878923	3463443	3432443	0	14915891
19	14095806	6	42	567197485	40.24	40	42	42	2	37	42	3410088	3884088	3532420	3269210	0	14915891
20	14009895	6	42	563669543	40.23	40	42	42	2	37	42	3321558	3787180	3531041	3370116	0	14915891
21	13963187	6	42	561313422	40.20	40	42	42	2	37	42	3326820	3840764	3462177	3333426	0	14915891
22	13913332	6	42	557992219	40.10	40	41	42	2	37	42	3380465	3790267	3544324	3198276	0	14915891
23	13872705	6	42	556482611	40.11	40	41	42	2	37	42	3430695	3723403	3477057	3241550	0	14915891
24	13822310	6	42	554890284	40.14	40	42	42	2	37	42	3326259	3801651	3433986	3260414	0	14915891
25	13780241	6	42	552935389	40.13	40	41	42	2	37	42	3346963	3781445	3501158	3150675	0	14915891
26	13733054	6	42	550517024	40.09	39	41	42	3	35	42	3312529	3759982	3445559	3214984	0	14915891
27	13690102	6	42	548304937	40.05	39	41	42	3	35	42	3268830	3789771	3379933	3251568	0	14915891
28	13638778	6	42	545936458	40.03	39	41	42	3	35	42	3268444	3754541	3456331	3159462	0	14915891
29	13596386	6	42	543644259	39.98	39	41	42	3	35	42	3286767	3699990	3421979	3187650	0	14915891
30	13548408	6	42	541362325	39.96	39	41	42	3	35	42	3227598	3760690	3360859	3199261	0	14915891
31	13503777	6	42	538592409	39.88	39	41	42	3	35	42	3247117	3738117	3426683	3091860	0	14915891
32	13457269	6	42	536283034	39.85	39	41	42	3	35	42	3267565	3654682	3356252	3178770	0	14915891
33	13413951	6	42	534000466	39.81	39	41	42	3	35	42	3194740	3704361	3318261	3196589	0	14915891
34	13371644	6	42	531607535	39.76	39	41	42	3	35	42	3230394	3688793	3396272	3056185	0	14915891
35	13330362	6	42	529083132	39.69	39	41	42	3	35	42	3237853	3612057	3369200	3111252	0	14915891
36	13288378	6	42	526656805	39.63	39	41	42	3	35	42	3168216	3700963	3321913	3097286	0	14915891
37	13246392	6	42	524198333	39.57	39	41	42	3	35	42	3176416	3698615	3376901	2994460	0	14915891
38	13204731	6	42	521743873	39.51	39	41	42	3	35	42	3189522	3638510	3318461	3058238	0	14915891
39	13164834	6	42	519125848	39.43	38	41	42	4	32	42	3145134	3673403	3267754	3078543	0	14915891
40	13124020	6	42	516233762	39.34	38	41	42	4	32	42	3173691	3661808	3323064	2965457	0	14915891
41	13086707	6	42	513709306	39.25	38	41	42	4	32	42	3169271	3591342	3284949	3041145	0	14915891
42	13045745	6	42	510965928	39.17	38	41	42	4	32	42	3123320	3640502	3255032	3026891	0	14915891
43	13008035	6	42	508595631	39.10	38	41	42	4	32	42	3148706	3612194	3296900	2950235	0	14915891
44	12973947	6	42	506021045	39.00	37	41	42	5	30	42	3123706	3572149	3248579	3029513	0	14915891
45	12953682	6	42	504239368	38.93	37	41	42	5	30	42	3072521	3652014	3224155	3004992	0	14915891
46	12914604	6	42	501617880	38.84	37	41	42	5	30	42	3085824	3605289	3297130	2926361	0	14915891
47	12861725	6	42	498186481	38.73	36	40	42	6	27	42	3081892	3545594	3258211	2976028	0	14915891
48	12803788	6	42	494500361	38.62	36	40	42	6	27	42	3049886	3624094	3168037	2961771	0	14915891
49	12767781	6	42	491550085	38.50	36	40	42	6	27	42	3031488	3571922	3291907	2872464	0	14915891
50	12763803	6	42	489814528	38.38	36	40	42	6	27	42	3069557	3488568	3273625	2932053	0	14915891
51	12763803	6	42	487802785	38.22	36	40	42	6	27	42	3042329	3563698	3236315	2921461	0	14915891
